"artifact","moduleUrl","moduleLicense","moduleLicenseUrl",
"org.codehaus.woodstox:stax2-api:4.2.1","http://github.com/FasterXML/stax2-api","The 2-Clause BSD License","https://opensource.org/licenses/BSD-2-Clause",
"org.docx4j:docx4j-JAXB-MOXy:11.4.9","http://www.docx4java.org/docx4j-JAXB-MOXy/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j:docx4j-core:11.4.9","http://www.docx4java.org/docx4j-core/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j:docx4j-openxml-objects:11.4.9","http://www.docx4java.org/docx4j-openxml-objects/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j:docx4j-openxml-objects-pml:11.4.9","http://www.docx4java.org/docx4j-openxml-objects-pml/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j:docx4j-openxml-objects-sml:11.4.9","http://www.docx4java.org/docx4j-openxml-objects-sml/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j.org.apache:xalan-interpretive:11.0.0","http://xml.apache.org/xalan-j/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.docx4j.org.apache:xalan-serializer:11.0.0","http://xml.apache.org/xalan-j/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.eclipse.angus:angus-activation:1.0.0","https://www.eclipse.org","GNU GENERAL PUBLIC LICENSE, Version 2 + Classpath Exception","https://openjdk.java.net/legal/gplv2+ce.html",
"org.eclipse.persistence:org.eclipse.persistence.asm:9.1.0","http://www.eclipse.org/eclipselink","PUBLIC DOMAIN","https://opensource.org/licenses/CDDL-1.0",
"org.eclipse.persistence:org.eclipse.persistence.core:3.0.2","http://www.eclipse.org/eclipselink","PUBLIC DOMAIN","https://opensource.org/licenses/CDDL-1.0",
"org.eclipse.persistence:org.eclipse.persistence.moxy:3.0.2","http://www.eclipse.org/eclipselink","PUBLIC DOMAIN","https://opensource.org/licenses/CDDL-1.0",
"org.flywaydb:flyway-core:9.16.1",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.freehep:freehep-graphics2d:2.4",,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.freehep:freehep-graphicsbase:2.4",,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.freehep:freehep-graphicsio:2.4",,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.freehep:freehep-graphicsio-emf:2.4",,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.freehep:freehep-graphicsio-tests:2.4",,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.freehep:freehep-io:2.2.2","http://freehep.github.com/freehep-io","GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.glassfish.jaxb:jaxb-core:4.0.1","https://www.eclipse.org","PUBLIC DOMAIN",,
"org.glassfish.jaxb:jaxb-runtime:4.0.1","https://www.eclipse.org","PUBLIC DOMAIN",,
"org.glassfish.jaxb:txw2:4.0.1","https://eclipse-ee4j.github.io/jaxb-ri/","PUBLIC DOMAIN",,
"org.hamcrest:hamcrest:2.2","http://hamcrest.org/JavaHamcrest/","The 3-Clause BSD License","https://opensource.org/licenses/BSD-3-Clause",
"org.hamcrest:hamcrest-core:2.2","http://hamcrest.org/JavaHamcrest/","The 3-Clause BSD License","https://opensource.org/licenses/BSD-3-Clause",
"org.hdrhistogram:HdrHistogram:2.1.12","http://hdrhistogram.github.io/HdrHistogram/","The 2-Clause BSD License","https://opensource.org/licenses/BSD-2-Clause",
"org.hibernate.common:hibernate-commons-annotations:6.0.2.Final","http://hibernate.org","GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.hibernate.orm:hibernate-core:6.1.6.Final","https://www.hibernate.org/orm/6.1","GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1","https://www.gnu.org/licenses/lgpl-2.1",
"org.hibernate.validator:hibernate-validator:8.0.0.Final",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jboss:jandex:2.4.2.Final","http://www.jboss.org","PUBLIC DOMAIN","http://repository.jboss.org/licenses/cc0-1.0.txt",
"org.jboss.logging:jboss-logging:3.5.0.Final","http://www.jboss.org","PUBLIC DOMAIN","http://repository.jboss.org/licenses/cc0-1.0.txt",
"org.jetbrains:annotations:13.0","http://www.jetbrains.org","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jetbrains.kotlin:kotlin-bom:1.7.21",,,,
"org.jetbrains.kotlin:kotlin-reflect:1.7.0","https://kotlinlang.org/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jetbrains.kotlin:kotlin-stdlib:1.7.0","https://kotlinlang.org/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jetbrains.kotlin:kotlin-stdlib-common:1.7.0","https://kotlinlang.org/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.0","https://kotlinlang.org/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.0","https://kotlinlang.org/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.jsoup:jsoup:1.15.4","https://jsoup.org/","MIT License","https://opensource.org/licenses/MIT",
"org.junit:junit-bom:5.9.2",,,,
"org.junit.jupiter:junit-jupiter:5.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.junit.jupiter:junit-jupiter-api:5.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.junit.jupiter:junit-jupiter-engine:5.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.junit.jupiter:junit-jupiter-params:5.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.junit.platform:junit-platform-commons:1.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.junit.platform:junit-platform-engine:1.9.2","https://junit.org/junit5/","Eclipse Public License - v 2.0","https://www.eclipse.org/org/documents/epl-2.0/EPL-2.0.txt",
"org.latencyutils:LatencyUtils:2.0.3","http://latencyutils.github.io/LatencyUtils/","PUBLIC DOMAIN","http://creativecommons.org/publicdomain/zero/1.0/",
"org.opentest4j:opentest4j:1.2.0","https://github.com/ota4j-team/opentest4j","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.ow2.asm:asm:9.4","http://asm.ow2.org","The 3-Clause BSD License","https://opensource.org/licenses/BSD-3-Clause",
"org.ow2.asm:asm-bom:9.4",,,,
"org.plutext:jaxb-svg11:11.4.0","https://github.com/plutext/JAXB-classes-for-SVG","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.postgresql:postgresql:42.5.4","https://jdbc.postgresql.org/","The 2-Clause BSD License","https://opensource.org/licenses/BSD-2-Clause",
"org.postgresql:r2dbc-postgresql:1.0.1.RELEASE","https://github.com/pgjdbc/r2dbc-postgresql","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.reactivestreams:reactive-streams:1.0.4","http://www.reactive-streams.org/","MIT-0","https://spdx.org/licenses/MIT-0.html",
"org.slf4j:jcl-over-slf4j:2.0.6","http://www.slf4j.org","MIT License","https://opensource.org/licenses/MIT",
"org.slf4j:jul-to-slf4j:2.0.6","http://www.slf4j.org","MIT License","https://opensource.org/licenses/MIT",
"org.slf4j:slf4j-api:2.0.6","http://www.slf4j.org","MIT License","https://opensource.org/licenses/MIT",
"org.springdoc:springdoc-openapi-common:1.6.14",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springdoc:springdoc-openapi-webflux-core:1.6.14",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springdoc:springdoc-openapi-webflux-ui:1.6.14",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-aop:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-aspects:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-beans:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-context:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-context-support:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-core:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-core:6.0.8","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-expression:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-jcl:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-jdbc:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-orm:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-oxm:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-r2dbc:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-tx:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-web:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework:spring-webflux:6.0.4","https://github.com/spring-projects/spring-framework","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-actuator:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.6","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-autoconfigure:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-devtools:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-actuator:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-aop:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-data-jpa:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-data-r2dbc:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-data-redis:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-jdbc:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-json:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-logging:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-oauth2-client:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-reactor-netty:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-security:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-validation:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.boot:spring-boot-starter-webflux:3.0.2","https://spring.io/projects/spring-boot","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-commons:3.1.3","https://projects.spring.io/spring-cloud/spring-cloud-commons/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-context:3.1.3","https://projects.spring.io/spring-cloud/spring-cloud-context/","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-kubernetes-client-autoconfig:2.1.3","https://cloud.spring.io/spring-cloud-kubernetes-client-autoconfig","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-kubernetes-client-config:2.1.3","https://cloud.spring.io/spring-cloud-kubernetes-client-config","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-kubernetes-commons:2.1.3","https://cloud.spring.io/spring-cloud-kubernetes-commons","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-starter:3.1.3","https://projects.spring.io/spring-cloud","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-starter-bootstrap:3.1.3","https://projects.spring.io/spring-cloud","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.cloud:spring-cloud-starter-kubernetes-client-config:2.1.3","https://cloud.spring.io/spring-cloud-starter-kubernetes-client-config","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-commons:3.0.1","https://spring.io/projects/spring-data","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-jpa:3.0.1","https://projects.spring.io/spring-data-jpa","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-keyvalue:3.0.1",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-r2dbc:3.0.1","https://projects.spring.io/spring-data-r2dbc","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-redis:3.0.1","https://spring.io/projects/spring-data-redis","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.data:spring-data-relational:3.0.1",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-config:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-core:6.0.3","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-crypto:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-oauth2-client:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-oauth2-core:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-oauth2-jose:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-rsa:1.0.10.RELEASE","http://github.com/spring-projects/spring-security-oauth","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.security:spring-security-web:6.0.1","https://spring.io/projects/spring-security","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.session:spring-session-core:3.0.0","https://spring.io/projects/spring-session","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.springframework.session:spring-session-data-redis:3.0.0","https://spring.io/projects/spring-session","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.threeten:threetenbp:1.3.5","https://www.threeten.org/threetenbp","The 3-Clause BSD License","https://opensource.org/licenses/BSD-3-Clause",
"org.webjars:swagger-ui:4.15.5","http://webjars.org","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"org.webjars:webjars-locator-core:0.52","http://webjars.org","MIT License","https://opensource.org/licenses/MIT",
"org.yaml:snakeyaml:2.0","https://bitbucket.org/snakeyaml/snakeyaml","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:annotations:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:apache-client:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:arns:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:auth:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:aws-core:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:aws-query-protocol:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:aws-xml-protocol:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:bom:2.20.12",,,,
"software.amazon.awssdk:endpoints-spi:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:http-client-spi:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:json-utils:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:metrics-spi:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:netty-nio-client:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:profiles:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:protocol-core:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:regions:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:s3:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:sdk-core:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:third-party-jackson-core:2.20.12","https://aws.amazon.com/sdkforjava","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.awssdk:utils:2.20.12",,"Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",
"software.amazon.eventstream:eventstream:1.0.1","https://github.com/awslabs/aws-eventstream-java","Apache License, Version 2.0","https://www.apache.org/licenses/LICENSE-2.0",